Index,Ovr,Gen,Div,Name,#,AG,Country,Swim,Bike,Run,Total,Competition,Year,Swim_sec,Bike_sec,Run_sec,Total_sec
1917,1917,374,43,Deborah Gonzalez,1356,F55-59,USA,00:52:32,07:23:41,06:49:32,15:38:48,Overall Results,Ironman California 2023,3152.0,26621.0,24572,56328
1918,1918,1544,225,David Ogilbee,899,M35-39,USA,00:54:49,07:34:41,06:34:45,15:39:11,Overall Results,Ironman California 2023,3289.0,27281.0,23685,56351
1919,1919,1545,238,Steve Yarbrough,554,M50-54,USA,01:04:26,07:32:59,06:27:40,15:39:23,Overall Results,Ironman California 2023,3866.0,27179.0,23260,56363
1920,1920,1546,226,Roger Duong,1469,M35-39,USA,01:10:55,07:57:45,06:00:59,15:39:27,Overall Results,Ironman California 2023,4255.0,28665.0,21659,56367
1921,1921,1547,239,Cesar Sotto,1042,M50-54,PHL,01:04:03,07:12:47,06:51:20,15:40:07,Overall Results,Ironman California 2023,3843.0,25967.0,24680,56407
1922,1922,375,53,Colleen Maxcy,657,F45-49,USA,01:03:35,07:13:34,06:26:00,15:40:16,Overall Results,Ironman California 2023,3815.0,26014.0,23160,56416
1923,1923,376,43,Kaaren Hatlen,1372,F30-34,USA,00:57:58,07:32:32,06:43:44,15:40:19,Overall Results,Ironman California 2023,3478.0,27152.0,24224,56419
1924,1924,1548,227,Philip Gibbs,1340,M45-49,USA,00:57:20,06:43:29,07:21:28,15:40:43,Overall Results,Ironman California 2023,3440.0,24209.0,26488,56443
1925,1925,1549,240,Greg Howard,68,M50-54,USA,01:04:30,07:01:00,07:00:42,15:40:47,Overall Results,Ironman California 2023,3870.0,25260.0,25242,56447
1926,1926,1550,228,Eusebio Guerrero,2069,M45-49,PHL,00:57:08,07:27:12,06:46:01,15:40:57,Overall Results,Ironman California 2023,3428.0,26832.0,24361,56457
1927,1927,1551,229,Regin Cordova,1031,M45-49,USA,00:57:49,06:45:57,07:24:42,15:41:13,Overall Results,Ironman California 2023,3469.0,24357.0,26682,56473
1928,1928,377,55,Hollie Thompson,1138,F50-54,USA,00:57:13,07:00:38,07:12:54,15:42:12,Overall Results,Ironman California 2023,3433.0,25238.0,25974,56532
1929,1929,378,54,Layna Rush,1519,F45-49,USA,00:50:43,07:01:16,07:16:47,15:42:27,Overall Results,Ironman California 2023,3043.0,25276.0,26207,56547
1930,1930,1552,173,Alan Tran,1783,M55-59,USA,01:00:44,06:54:26,06:32:01,15:42:40,Overall Results,Ironman California 2023,3644.0,24866.0,23521,56560
1931,1931,379,4,Beate Bacerra,714,F65-69,USA,00:50:31,07:17:05,07:04:35,15:43:00,Overall Results,Ironman California 2023,3031.0,26225.0,25475,56580
1932,1932,380,44,Sarah Estrella,1279,F55-59,USA,00:58:32,08:14:08,06:07:18,15:43:44,Overall Results,Ironman California 2023,3512.0,29648.0,22038,56624
1933,1933,1553,193,Adam Bunnell,441,M30-34,USA,00:59:25,07:46:52,06:31:49,15:43:54,Overall Results,Ironman California 2023,3565.0,28012.0,23509,56634
1934,1934,1554,194,Ryan Maloney,913,M30-34,USA,00:55:57,07:47:00,06:36:07,15:43:55,Overall Results,Ironman California 2023,3357.0,28020.0,23767,56635
1935,1935,381,46,Brittany Teahan,2073,F35-39,USA,00:51:35,07:30:15,06:56:21,15:44:01,Overall Results,Ironman California 2023,3095.0,27015.0,24981,56641
1936,1936,1555,241,Tony Hamblin,614,M50-54,USA,00:55:48,07:04:30,06:59:19,15:44:24,Overall Results,Ironman California 2023,3348.0,25470.0,25159,56664
1937,1937,1556,9,Arthur Shultz,592,M70-74,USA,00:58:47,06:31:03,07:37:42,15:44:25,Overall Results,Ironman California 2023,3527.0,23463.0,27462,56665
1938,1938,1557,242,Greg Niedringhaus,1823,M50-54,USA,00:47:50,07:26:58,06:53:55,15:44:37,Overall Results,Ironman California 2023,2870.0,26818.0,24835,56677
1939,1939,1558,70,John Goodman,1563,M60-64,USA,00:58:59,07:36:36,06:41:47,15:44:51,Overall Results,Ironman California 2023,3539.0,27396.0,24107,56691
1940,1940,382,36,Kate Minnihan,1915,F25-29,USA,00:55:26,08:17:49,06:02:19,15:44:58,Overall Results,Ironman California 2023,3326.0,29869.0,21739,56698
1941,1941,1559,71,Robert Schaffer,1189,M60-64,USA,00:58:03,06:48:27,07:22:15,15:45:12,Overall Results,Ironman California 2023,3483.0,24507.0,26535,56712
1942,1942,383,56,Cynthia Kroll,1137,F50-54,USA,01:04:59,06:41:20,07:15:59,15:45:13,Overall Results,Ironman California 2023,3899.0,24080.0,26159,56713
1943,1943,1560,20,Mike Burbank,526,M65-69,USA,00:57:14,06:55:13,07:17:03,15:45:15,Overall Results,Ironman California 2023,3434.0,24913.0,26223,56715
1944,1944,1561,72,Mark Stubenfoll,1412,M60-64,USA,01:06:15,07:30:35,06:34:28,15:45:16,Overall Results,Ironman California 2023,3975.0,27035.0,23668,56716
1945,1945,384,80,Kara Govro,585,F40-44,USA,00:57:39,07:27:59,06:32:22,15:45:22,Overall Results,Ironman California 2023,3459.0,26879.0,23542,56722
1946,1946,1562,243,Filbert Cabusbusan,2030,M50-54,USA,01:03:28,07:13:23,06:54:18,15:45:33,Overall Results,Ironman California 2023,3808.0,26003.0,24858,56733
1947,1947,1563,21,Kirk White,1564,M65-69,USA,01:15:24,07:39:24,06:00:35,15:45:41,Overall Results,Ironman California 2023,4524.0,27564.0,21635,56741
1948,1948,385,12,Kathleen Greer,850,F60-64,USA,00:58:54,07:26:59,06:28:09,15:45:58,Overall Results,Ironman California 2023,3534.0,26819.0,23289,56758
1949,1949,1564,230,Matthew Crome,1427,M45-49,USA,00:59:36,06:51:50,07:33:23,15:47:26,Overall Results,Ironman California 2023,3576.0,24710.0,27203,56846
1950,1950,386,45,Sheila Alfaro,1917,F55-59,USA,00:57:20,07:23:52,06:53:15,15:47:31,Overall Results,Ironman California 2023,3440.0,26632.0,24795,56851
1951,1951,387,57,Jennifer Lucas,1517,F50-54,USA,00:49:29,07:15:54,07:13:08,15:47:42,Overall Results,Ironman California 2023,2969.0,26154.0,25988,56862
1952,1952,388,5,Angele Sanders,438,F65-69,USA,01:21:00,07:05:16,06:39:23,15:47:54,Overall Results,Ironman California 2023,4860.0,25516.0,23963,56874
1953,1953,1565,7,Patrick T Utitus-Canez,22,M PC/ID,USA,00:50:50,08:26:14,05:45:46,15:48:10,Overall Results,Ironman California 2023,3050.0,30374.0,20746,56890
1954,1954,1566,8,Timothy Bolen,23,M PC/ID,USA,00:50:59,08:26:14,05:45:48,15:48:12,Overall Results,Ironman California 2023,3059.0,30374.0,20748,56892
1955,1955,1567,73,Jay German,1057,M60-64,USA,00:51:18,06:52:49,07:22:31,15:48:29,Overall Results,Ironman California 2023,3078.0,24769.0,26551,56909
1956,1956,389,55,Amanda Quist,606,F45-49,CAN,00:54:33,06:54:08,07:35:20,15:49:06,Overall Results,Ironman California 2023,3273.0,24848.0,27320,56946
1957,1957,1568,74,David Andersen,542,M60-64,USA,00:48:06,07:18:26,07:12:48,15:49:24,Overall Results,Ironman California 2023,2886.0,26306.0,25968,56964
1958,1958,1569,195,Joshua Bennett,1846,M30-34,USA,00:53:04,07:26:53,06:58:09,15:49:28,Overall Results,Ironman California 2023,3184.0,26813.0,25089,56968
1959,1959,1570,244,San Voong,1417,M50-54,USA,00:58:26,06:53:58,07:22:24,15:49:30,Overall Results,Ironman California 2023,3506.0,24838.0,26544,56970
1960,1960,390,13,Renie Burbank,175,F60-64,USA,01:08:09,07:01:22,07:02:33,15:49:42,Overall Results,Ironman California 2023,4089.0,25282.0,25353,56982
1961,1961,1571,75,John Reay,1840,M60-64,CAN,00:55:07,06:59:24,07:22:27,15:49:47,Overall Results,Ironman California 2023,3307.0,25164.0,26547,56987
1962,1962,391,56,Kathryn Sigford,2238,F45-49,USA,00:51:33,07:31:57,06:47:01,15:49:49,Overall Results,Ironman California 2023,3093.0,27117.0,24421,56989
1963,1963,1572,227,Chris Finn,1225,M35-39,USA,00:54:25,06:57:41,07:34:10,15:50:01,Overall Results,Ironman California 2023,3265.0,25061.0,27250,57001
1964,1964,1573,76,Todd Kelley,2300,M60-64,USA,01:06:12,07:09:01,06:51:38,15:50:31,Overall Results,Ironman California 2023,3972.0,25741.0,24698,57031
1965,1965,1574,228,Kyle Olsen,1576,M35-39,USA,00:54:10,06:42:34,07:37:54,15:50:50,Overall Results,Ironman California 2023,3250.0,24154.0,27474,57050
1966,1966,1575,22,Mark Lingle,534,M65-69,USA,00:53:37,06:43:14,07:35:28,15:50:55,Overall Results,Ironman California 2023,3217.0,24194.0,27328,57055
1967,1967,392,58,Mary Sample,952,F50-54,USA,00:59:54,07:21:29,06:51:08,15:51:07,Overall Results,Ironman California 2023,3594.0,26489.0,24668,57067
1968,1968,1576,231,Bryce McMurry,494,M45-49,USA,00:54:44,07:01:11,07:33:41,15:51:07,Overall Results,Ironman California 2023,3284.0,25271.0,27221,57067
1969,1969,393,14,Mina Geramian,1829,F60-64,USA,01:37:17,07:11:52,06:27:19,15:51:22,Overall Results,Ironman California 2023,5837.0,25912.0,23239,57082
1970,1970,1577,232,Melvin Pilarca,675,M45-49,USA,00:59:46,08:02:08,06:29:02,15:52:08,Overall Results,Ironman California 2023,3586.0,28928.0,23342,57128
1971,1971,394,57,Jennifer Membreno,1518,F45-49,USA,01:07:53,07:45:55,06:21:30,15:52:09,Overall Results,Ironman California 2023,4073.0,27955.0,22890,57129
1972,1972,1578,245,Calixto Viray Jr,2038,M50-54,USA,01:13:16,07:13:58,06:38:54,15:53:11,Overall Results,Ironman California 2023,4396.0,26038.0,23934,57191
1973,1973,395,58,Julie McPhilomy,694,F45-49,USA,00:55:55,07:44:09,06:48:11,15:53:31,Overall Results,Ironman California 2023,3355.0,27849.0,24491,57211
1974,1974,1579,246,Dion Brooks,1873,M50-54,USA,01:02:46,07:09:26,07:10:50,15:53:34,Overall Results,Ironman California 2023,3766.0,25766.0,25850,57214
1975,1975,396,44,Alice Merkel,1937,F30-34,USA,01:03:01,08:20:47,06:04:32,15:53:41,Overall Results,Ironman California 2023,3781.0,30047.0,21872,57221
1976,1976,1580,233,Ronnie Landazuri,2036,M45-49,USA,00:53:33,07:57:48,06:24:56,15:54:19,Overall Results,Ironman California 2023,3213.0,28668.0,23096,57259
1977,1977,1581,77,Julius Sinocruz,2045,M60-64,USA,01:07:43,06:55:30,07:18:49,15:54:32,Overall Results,Ironman California 2023,4063.0,24930.0,26329,57272
1978,1978,1582,196,Daniel Ramsden,1350,M30-34,GBR,00:52:25,07:22:49,07:20:31,15:54:48,Overall Results,Ironman California 2023,3145.0,26569.0,26431,57288
1979,1979,397,59,Cami Kaplanis,1348,F50-54,USA,00:54:45,07:12:37,06:54:58,15:56:23,Overall Results,Ironman California 2023,3285.0,25957.0,24898,57383
1980,1980,398,6,Caryl Abe,159,F65-69,CAN,00:53:01,07:08:45,07:28:43,15:56:30,Overall Results,Ironman California 2023,3181.0,25725.0,26923,57390
1981,1981,399,45,Kris Abe,638,F30-34,USA,00:47:15,07:12:49,07:25:12,15:56:32,Overall Results,Ironman California 2023,2835.0,25969.0,26712,57392
1982,1982,400,7,Margaret Valair,1497,F65-69,CAN,00:51:32,07:18:04,07:04:25,15:57:07,Overall Results,Ironman California 2023,3092.0,26284.0,25465,57427
1983,1983,1583,229,Joseph Tirona,574,M35-39,USA,00:53:07,07:31:42,07:09:46,15:57:08,Overall Results,Ironman California 2023,3187.0,27102.0,25786,57428
1984,1984,1584,250,Matt Sheats,1375,M40-44,USA,00:58:44,07:35:53,06:54:52,15:57:34,Overall Results,Ironman California 2023,3524.0,27353.0,24892,57454
1985,1985,1585,78,David Herman,110,M60-64,USA,00:46:03,06:44:59,07:59:40,15:58:20,Overall Results,Ironman California 2023,2763.0,24299.0,28780,57500
1986,1986,1586,251,Chris Barker,1333,M40-44,USA,01:01:57,07:01:57,07:09:38,15:58:21,Overall Results,Ironman California 2023,3717.0,25317.0,25778,57501
1987,1987,1587,23,Steven Woglom,973,M65-69,USA,00:48:27,07:36:03,06:57:19,15:58:24,Overall Results,Ironman California 2023,2907.0,27363.0,25039,57504
1988,1988,1588,234,Robert Saldi,59,M45-49,USA,01:03:01,07:27:03,07:04:29,15:58:35,Overall Results,Ironman California 2023,3781.0,26823.0,25469,57515
1989,1989,1589,235,Matthias Hess,654,M45-49,USA,00:53:09,07:34:00,06:57:26,15:58:46,Overall Results,Ironman California 2023,3189.0,27240.0,25046,57526
1990,1990,1590,247,Michael Williams,143,M50-54,USA,00:55:37,07:24:15,07:15:08,15:58:53,Overall Results,Ironman California 2023,3337.0,26655.0,26108,57533
1991,1991,401,59,Sara Trokan,1897,F45-49,USA,00:53:37,08:15:51,06:23:32,15:59:20,Overall Results,Ironman California 2023,3217.0,29751.0,23012,57560
1992,1992,402,60,Debbie Zelez,795,F50-54,CAN,00:56:01,07:48:30,06:41:36,15:59:28,Overall Results,Ironman California 2023,3361.0,28110.0,24096,57568
1993,1993,1591,252,Andrew Stenehjem,1896,M40-44,USA,00:54:22,07:25:06,07:08:52,15:59:30,Overall Results,Ironman California 2023,3262.0,26706.0,25732,57570
1994,1994,1592,230,Aren Rey Normal,2351,M35-39,USA,01:13:48,08:00:00,06:19:41,16:00:12,Overall Results,Ironman California 2023,4428.0,28800.0,22781,57612
1995,1995,1593,24,Art Mannarn,1027,M65-69,CAN,00:54:06,07:13:04,07:17:58,16:01:15,Overall Results,Ironman California 2023,3246.0,25984.0,26278,57675
1996,1996,1594,236,Andres de la Cruz,2378,M45-49,USA,00:53:14,07:11:46,07:33:59,16:01:22,Overall Results,Ironman California 2023,3194.0,25906.0,27239,57682
1997,1997,403,46,Barbara Chelpaty,594,F55-59,USA,00:58:13,07:35:35,06:57:04,16:01:25,Overall Results,Ironman California 2023,3493.0,27335.0,25024,57685
1998,1998,1595,197,Steve Dickerman,724,M30-34,USA,01:02:24,07:41:20,06:42:55,16:01:57,Overall Results,Ironman California 2023,3744.0,27680.0,24175,57717
1999,1999,404,47,Stephanie Realsen,1524,F55-59,USA,00:53:37,07:43:15,06:52:21,16:02:44,Overall Results,Ironman California 2023,3217.0,27795.0,24741,57764
2000,2000,1596,253,Gregory Johnson,1370,M40-44,USA,00:52:17,07:46:37,06:58:26,16:02:52,Overall Results,Ironman California 2023,3137.0,27997.0,25106,57772
2001,2001,1597,237,Christian Acedillo,2272,M45-49,USA,01:02:27,07:07:21,07:09:44,16:03:22,Overall Results,Ironman California 2023,3747.0,25641.0,25784,57802
2002,2002,405,61,Tara Trumbull,891,F50-54,USA,00:53:38,07:52:16,06:49:34,16:03:29,Overall Results,Ironman California 2023,3218.0,28336.0,24574,57809
2003,2003,1598,198,Steve Kim,1759,M30-34,USA,00:54:06,07:37:34,07:08:26,16:03:32,Overall Results,Ironman California 2023,3246.0,27454.0,25706,57812
2004,2004,406,15,Laurie Reilly,915,F60-64,USA,00:53:12,07:31:32,07:07:43,16:04:09,Overall Results,Ironman California 2023,3192.0,27092.0,25663,57849
2005,2005,407,2,Clara Decoster,513,F70-74,USA,01:07:48,07:41:40,06:50:01,16:04:39,Overall Results,Ironman California 2023,4068.0,27700.0,24601,57879
2006,2006,1599,248,Jerrold Marasco,1056,M50-54,USA,01:03:36,07:22:26,07:05:45,16:04:46,Overall Results,Ironman California 2023,3816.0,26546.0,25545,57886
2007,2007,408,62,Heather Marasco,1058,F50-54,USA,01:03:34,07:22:20,07:06:23,16:05:23,Overall Results,Ironman California 2023,3814.0,26540.0,25583,57923
2008,2008,1600,249,Gene Herrera,1037,M50-54,USA,01:04:17,07:33:43,07:00:58,16:05:48,Overall Results,Ironman California 2023,3857.0,27223.0,25258,57948
2009,2009,409,8,Margaret Meyer,439,F65-69,USA,00:53:36,08:02:37,06:44:17,16:06:22,Overall Results,Ironman California 2023,3216.0,28957.0,24257,57982
2010,2010,1601,250,John Shepherd,1728,M50-54,USA,00:52:47,07:15:16,07:13:35,16:06:32,Overall Results,Ironman California 2023,3167.0,26116.0,26015,57992
2011,2011,410,60,Dawn Aiken,1041,F45-49,USA,00:58:12,07:12:30,07:28:01,16:07:12,Overall Results,Ironman California 2023,3492.0,25950.0,26881,58032
2012,2012,1602,238,Brandon Stone,2088,M45-49,USA,00:56:00,07:24:01,06:52:44,16:07:29,Overall Results,Ironman California 2023,3360.0,26641.0,24764,58049
2013,2013,1603,251,Tom La,436,M50-54,USA,00:59:35,07:32:06,07:11:39,16:08:05,Overall Results,Ironman California 2023,3575.0,27126.0,25899,58085
2014,2014,1604,231,Alden Lewis,1572,M35-39,USA,00:57:56,07:44:16,06:51:45,16:08:29,Overall Results,Ironman California 2023,3476.0,27856.0,24705,58109
2015,2015,1605,239,Jaime Rodriguez,1601,M45-49,USA,00:59:23,07:28:48,07:02:24,16:08:32,Overall Results,Ironman California 2023,3563.0,26928.0,25344,58112
2016,2016,411,63,Jessica Updegrove-Arrazcaeta,1446,F50-54,USA,00:59:14,06:58:13,07:36:58,16:09:29,Overall Results,Ironman California 2023,3554.0,25093.0,27418,58169
2017,2017,1606,252,Jessie Melendres,1394,M50-54,USA,01:10:39,06:38:34,07:41:41,16:09:34,Overall Results,Ironman California 2023,4239.0,23914.0,27701,58174
2018,2018,1607,79,Alan Torrigino,860,M60-64,USA,00:45:36,06:58:13,07:54:52,16:09:52,Overall Results,Ironman California 2023,2736.0,25093.0,28492,58192
2019,2019,1608,254,Raymond Corona,1196,M40-44,USA,01:19:44,07:46:57,06:38:08,16:10:27,Overall Results,Ironman California 2023,4784.0,28017.0,23888,58227
2020,2020,412,81,Sarah Pierce,1956,F40-44,USA,00:48:11,07:24:01,07:25:17,16:11:09,Overall Results,Ironman California 2023,2891.0,26641.0,26717,58269
2021,2021,413,47,Priyanka Mitra,811,F35-39,USA,01:03:25,07:37:12,06:27:30,16:11:53,Overall Results,Ironman California 2023,3805.0,27432.0,23250,58313
2022,2022,1609,174,Larry Alder,397,M55-59,USA,00:48:22,07:43:58,06:56:47,16:11:54,Overall Results,Ironman California 2023,2902.0,27838.0,25007,58314
2023,2023,1610,253,Christian Teasdel,519,M50-54,GBR,00:51:13,07:06:38,07:36:59,16:12:13,Overall Results,Ironman California 2023,3073.0,25598.0,27419,58333
2024,2024,1611,175,Ramon Silvestre,488,M55-59,PHL,01:09:50,07:22:06,07:10:05,16:12:36,Overall Results,Ironman California 2023,4190.0,26526.0,25805,58356
2025,2025,1612,80,Todd Brown,882,M60-64,USA,00:58:04,06:14:56,08:24:03,16:14:35,Overall Results,Ironman California 2023,3484.0,22496.0,30243,58475
2026,2026,1613,25,Derrick Wademan,1242,M65-69,USA,00:51:38,07:58:36,06:56:41,16:14:45,Overall Results,Ironman California 2023,3098.0,28716.0,25001,58485
2027,2027,414,61,Delilah Edwards,945,F45-49,USA,00:51:52,07:46:05,07:02:47,16:14:51,Overall Results,Ironman California 2023,3112.0,27965.0,25367,58491
2028,2028,1614,176,Manuel Villatoro,662,M55-59,GTM,00:55:16,07:02:13,07:48:55,16:14:58,Overall Results,Ironman California 2023,3316.0,25333.0,28135,58498
2029,2029,1615,254,Ricardo Sena,2277,M50-54,USA,01:08:38,08:01:14,06:28:40,16:15:44,Overall Results,Ironman California 2023,4118.0,28874.0,23320,58544
2030,2030,1616,81,Tom Mossman,672,M60-64,USA,00:59:51,07:13:52,07:28:58,16:16:03,Overall Results,Ironman California 2023,3591.0,26032.0,26938,58563
2031,2031,1617,177,Carl Krantz,2241,M55-59,USA,00:52:03,07:05:04,07:52:38,16:17:23,Overall Results,Ironman California 2023,3123.0,25504.0,28358,58643
2032,2032,1618,240,Kevin Phoeng,1266,M45-49,USA,01:21:35,07:26:58,06:54:23,16:17:33,Overall Results,Ironman California 2023,4895.0,26818.0,24863,58653
2033,2033,415,16,Meiling Chang,1204,F60-64,USA,01:15:02,07:58:32,06:25:02,16:17:55,Overall Results,Ironman California 2023,4502.0,28712.0,23102,58675
2034,2034,416,17,Juliann Monroe,1201,F60-64,USA,01:04:18,07:24:07,06:58:18,16:19:11,Overall Results,Ironman California 2023,3858.0,26647.0,25098,58751
2035,2035,417,37,Krystal Haslett,1212,F25-29,USA,00:53:11,07:21:48,07:42:11,16:20:12,Overall Results,Ironman California 2023,3191.0,26508.0,27731,58812
2036,2036,1619,232,Taylor Byars,1836,M35-39,USA,00:58:10,07:30:52,07:15:27,16:20:51,Overall Results,Ironman California 2023,3490.0,27052.0,26127,58851
2037,2037,418,64,Mary Kalich,1191,F50-54,USA,00:56:07,07:50:43,06:52:48,16:22:08,Overall Results,Ironman California 2023,3367.0,28243.0,24768,58928
2038,2038,419,48,Jennifer Bolhayon,1269,F55-59,USA,01:05:11,07:48:35,06:48:26,16:22:18,Overall Results,Ironman California 2023,3911.0,28115.0,24506,58938
2039,2039,1620,199,Nickolas Mitchell,975,M30-34,USA,00:50:39,07:35:04,07:25:31,16:22:18,Overall Results,Ironman California 2023,3039.0,27304.0,26731,58938
2040,2040,1621,82,John Hutchinson,1636,M60-64,USA,00:48:41,07:29:28,07:35:14,16:23:21,Overall Results,Ironman California 2023,2921.0,26968.0,27314,59001
2041,2041,1622,255,Dexter Macario,2031,M50-54,USA,01:17:39,07:53:05,06:51:31,16:23:39,Overall Results,Ironman California 2023,4659.0,28385.0,24691,59019
2042,2042,420,62,Valerie Jeppson,841,F45-49,USA,00:58:54,08:30:24,06:22:53,16:23:56,Overall Results,Ironman California 2023,3534.0,30624.0,22973,59036
2043,2043,421,48,Danielle Lapointe Soller,1223,F35-39,USA,00:54:19,07:35:52,07:20:53,16:24:12,Overall Results,Ironman California 2023,3259.0,27352.0,26453,59052
2044,2044,422,49,Kali Eckert,1222,F35-39,USA,01:02:29,07:20:38,07:20:52,16:24:18,Overall Results,Ironman California 2023,3749.0,26438.0,26452,59058
2045,2045,1623,200,Josh Folkerts,1220,M30-34,USA,00:50:35,07:22:15,07:38:26,16:24:29,Overall Results,Ironman California 2023,3035.0,26535.0,27506,59069
2046,2046,1624,2,Mark Cook,905,M75-79,USA,00:53:11,07:11:54,07:56:34,16:25:24,Overall Results,Ironman California 2023,3191.0,25914.0,28594,59124
2047,2047,1625,233,Alex Carney,1809,M35-39,USA,00:54:50,07:55:43,06:59:50,16:26:07,Overall Results,Ironman California 2023,3290.0,28543.0,25190,59167
2048,2048,1626,109,Jeremy Ramos,120,M25-29,USA,00:57:12,06:40:37,08:08:21,16:26:25,Overall Results,Ironman California 2023,3432.0,24037.0,29301,59185
2049,2049,423,49,Angie Jensen,813,F55-59,USA,01:02:33,07:33:10,07:19:15,16:27:38,Overall Results,Ironman California 2023,3753.0,27190.0,26355,59258
2050,2050,424,50,Claudia Rosas,634,F55-59,USA,01:11:21,07:36:24,07:02:34,16:28:07,Overall Results,Ironman California 2023,4281.0,27384.0,25354,59287
